transactionid,commitdate,ns,nm,nf,entropy,la,ld,lt,fix,ndev,pd,npt,exp,rexp,sexp,bug
58,2003/4/27 3:20,2,2,7,0.803756276,0.006194856,0.004317627,761,1,27,134,0.571428571,79,79,78,1
60,2003/2/23 2:31,2,2,4,0.825011211,0.007243461,0.002414487,621.25,1,25,36,0.5,29,29,29,1
62,2003/1/23 19:27,2,2,3,0.94639463,0.00872093,0.002906977,229.3333333,1,14,39,0.666666667,511,237.3333333,491,1
63,2003/1/23 2:11,2,2,2,1,0.010380623,0.010380623,289,1,13,78,0.5,2,2,2,1
67,2002/11/28 5:49,2,2,9,0.552052726,0.124817251,0.088267544,608,1,25,130,0.555555556,453,397.5,438,1
74,2002/8/19 9:59,2,2,7,0.662681519,0.007537131,0.026823321,644.4285714,0,24,24,0.857142857,294,268.5,287,1
77,2002/7/3 19:07,2,2,7,0.780368658,0.043265876,0.010932775,614.1428571,1,22,171,0.857142857,98,78,98,1
80,2002/1/19 20:44,2,2,38,0.907421027,0.019176598,0.007475623,242.8947368,1,21,3580,0.842105263,352,296.5,345,1
83,2001/10/23 11:44,2,2,10,0.725405511,0.033937123,0.029148449,480.3,1,19,729,0.8,10,10,10,1
86,2000/6/27 19:16,2,2,2,1,0.518987342,0.034810127,316,1,2,12,0.5,24,24,24,1
87,2000/6/21 3:50,2,2,2,1,0.008928571,0.008928571,224,0,1,18,0.5,48,40.5,48,0
89,2000/6/8 16:30,2,2,5,0.01406041,0.303448276,0.278817734,203,1,1,42,0.6,34,26.5,34,1
91,2000/7/12 16:47,2,2,2,1,0.027428571,0.034285714,875,1,2,42,0.5,52,52,52,0
92,2000/7/12 14:34,2,2,2,1,0.005694761,0.004555809,878,1,2,42,0.5,50,50,50,0
94,2000/7/10 19:55,2,2,2,1,0.165172855,0.021766965,781,0,2,38,0.5,46,46,46,0
97,2000/7/6 19:11,2,2,2,1,0.123310811,0.069256757,592,0,2,30,0.5,39,39,39,0
98,2000/7/5 22:11,2,2,2,1,0.090434783,0.111304348,575,1,2,28,0.5,37,37,37,0
99,2000/7/5 20:58,2,2,2,1,0.164948454,0.08419244,582,0,2,28,0.5,35,35,35,0
101,2000/6/29 21:40,2,2,2,1,0.508992806,0.050359712,556,0,2,16,0.5,29,29,29,0
102,2000/6/28 21:57,2,2,2,1,0.432098765,0.096296296,405,0,2,14,0.5,27,27,27,0
106,2001/10/29 9:29,2,2,11,0.84405648,0.031332655,0.016683622,446.8181818,1,19,1216,0.727272727,127,127,119,0
115,2001/12/27 0:09,2,2,36,0.796343141,0.042985029,0.098317642,359.9444444,0,21,7435,0.694444444,449,349.25,441,0
119,2001/10/29 2:48,2,2,30,0.815987948,0.088319542,0.031667728,418.9333333,1,20,4763,0.7,249,236,244,0
124,2001/12/19 15:09,2,2,40,0.759072533,0.072615296,0.09166428,349.1,0,21,7152,0.75,375,275.25,367,0
130,2003/9/25 18:29,2,2,2,1,0.003154574,0.003154574,317,1,15,1080,0.5,582,194.5833333,555,0
131,2002/7/29 18:44,2,2,9,0.837282775,0.027545762,0.035365203,625.2222222,0,24,430,0.777777778,120,120,120,0
133,2002/9/12 23:24,2,2,6,0.622924138,0.015771526,0.015771526,782,0,25,514,0.833333333,501,501,487,0
134,2002/9/6 19:28,3,3,12,0.525720509,0.017523168,0.01095198,494.5833333,0,26,1733,0.75,477,477,474,0
137,2002/8/27 0:49,2,2,5,0.477016433,0.0906298,0.086789555,260.4,0,21,660,0.6,364,364,356,0
139,2002/8/18 20:00,2,2,2,1,0.003144654,0.003144654,318,0,12,226,0.5,312,312,307,0
140,2002/8/18 14:57,2,2,10,0.846877983,0.019408503,0.021441774,541,1,25,699,0.9,301,301,296,0
143,2003/1/28 20:39,4,4,21,0.829654704,21,13495,0,0,32,1507,0.80952381,113,81.16666667,108,0
144,2003/1/28 19:01,1,1,1,0,0.017182131,0.010309278,291,0,14,56,1,69,37.16666667,51,0
146,2006/12/9 6:51,2,4,7,0.787305878,0.039246468,0.017268446,273,1,39,265,1,1805,1006.833333,1718,0
147,2006/11/18 10:54,2,2,2,0.353359335,0.023622047,0.005905512,254,1,13,16,1,625,605.5,285,0
149,2006/10/17 2:20,2,3,5,0.743868916,0.043333333,0.004666667,300,1,36,88,1,563,563,546,1
152,2006/9/11 17:27,2,2,3,0.660085513,0.221402214,0.134686347,180.6666667,1,18,32,1,484,484,468,0
156,2006/8/8 16:49,1,1,1,0,0.003773585,0.003773585,265,1,13,8,1,1536,968,954,0
159,2006/7/6 8:06,2,2,3,0.886859507,0.004075395,0.004075395,654.3333333,1,36,4,1,1460,946.1666667,1396,0
161,2006/7/1 12:10,1,1,1,0,0.054945055,0.003663004,273,1,13,2,1,73,73,22,1
162,2006/6/29 12:34,1,1,1,0,0.181132075,0.2,265,1,13,9,1,63,63,20,1
165,2006/6/19 11:49,1,1,1,0,0.003663004,0.003663004,273,1,13,6,1,70,70,34,0
168,2006/5/15 12:31,1,1,1,0,0.011857708,0,253,1,12,4,1,1197,747.5,753,0
171,2006/2/7 17:46,1,1,1,0,0.008333333,0.008333333,240,1,11,32,1,991,785.5,641,0
174,2005/12/2 17:16,1,1,1,0,0.029166667,0.004166667,240,1,10,7,1,10,10,5,1
175,2005/11/25 16:57,3,3,6,0.859661049,0.006857855,0.006857855,267.3333333,1,23,346,1,41,16.85952381,41,0
178,2005/10/13 19:58,2,2,5,0.56020181,0.087891825,0.004917025,650.8,1,35,176,1,972,249.1142857,949,1
179,2005/10/12 18:24,1,1,1,0,0,0.004901961,204,1,8,6,1,665,631.5,431,0
181,2005/7/27 15:58,1,1,1,0,0.04040404,0.005050505,198,1,8,13,1,312,312,197,0
183,2005/3/3 0:28,2,2,2,1,0.004343105,0.004343105,460.5,1,11,119,1,76,68.5,73,1
184,2004/11/7 21:25,2,2,2,0.999411065,0.103806228,0.017301038,144.5,1,5,200,0.5,882,343.7,862,1
186,2004/7/28 22:45,2,2,3,0.579318705,0.040345821,0.050432277,231.3333333,1,29,35,1,120,104.5833333,114,1
192,2003/6/7 9:59,1,1,1,0,0.006993007,0.006993007,143,1,3,4,1,160,160,118,0
193,2003/6/3 5:47,2,2,22,0.633141823,0.082758621,0.053549696,336.1363636,1,32,693,0.409090909,154,154,153,1
195,2003/2/14 5:37,2,2,2,0.938315352,0.090517241,0.043103448,116,1,3,13,1,24,24,24,1
196,2003/2/8 18:26,1,1,3,0.656704548,0.01332445,0.00266489,500.3333333,1,26,3,0.333333333,22,22,16,1
197,2003/2/7 2:19,2,3,12,0.393931241,0.023182297,0.036880927,237.25,1,30,281,0.916666667,17,17,17,1
198,2003/1/14 15:00,1,1,1,0,0.375,0,112,1,1,25,1,482,368,412,1
201,2003/1/28 19:01,2,2,7,0.628634559,0.038345659,0.018625034,521.5714286,0,28,373,1,78,46.16666667,61,0
203,2006/8/8 16:53,1,1,1,0,0.004166667,0.004166667,240,1,13,214,1,1537,969,955,0
204,2006/6/19 11:49,1,1,1,0,0.004166667,0.004166667,240,1,13,164,1,71,71,35,0
212,2005/7/14 2:01,1,1,2,0.914018511,0.179054054,0.087837838,148,1,32,134,1,518,518,260,1
213,2005/7/13 20:02,2,2,4,0.618467693,0.061594203,0.057971014,483,1,34,486,1,222,222,213,1
215,2005/7/7 22:37,1,1,1,0,0.036649215,0.010471204,191,1,31,79,1,464,464,234,1
216,2005/4/19 19:42,2,2,3,0.743110336,0.059059059,0.041041041,333,1,33,18,1,81,81,79,1
218,2005/4/16 13:33,1,1,1,0,0,0.04954955,222,1,31,7,1,73,73,53,0
221,2005/4/4 17:52,1,1,18,0.942207766,0.025619233,0.021248179,457.5555556,1,39,307,0.611111111,326,326,178,1
223,2005/3/11 14:06,1,1,2,1,0.001402525,0.001402525,713,1,31,6,1,207,207,116,0
224,2005/3/8 18:03,2,2,2,0.997772472,0.0288,0.0288,312.5,1,32,2,0.5,169,169,163,1
226,2005/3/4 19:18,2,3,12,0.896511155,0.009995654,0.015210778,383.5,1,35,86,0.75,157,157,151,1
235,2005/1/11 12:15,2,2,2,0.961236605,0.020833333,0.009259259,216,1,29,106,1,26,26,26,1
237,2005/1/7 16:19,1,1,1,0,0.008547009,0,234,1,29,0,1,22,22,16,0
238,2005/1/7 16:10,1,1,1,0,0.004310345,0.004310345,232,1,29,6,1,19,19,13,1
241,2004/10/25 3:33,1,1,1,0,0.038961039,0.012987013,231,1,28,82,1,45,45,29,1
244,2004/7/30 6:37,1,1,1,0,0.004444444,0.004444444,225,1,27,2,1,821,304,686,1
246,2004/7/7 4:59,1,1,1,0,0.035242291,0,227,1,27,103,1,114,101.5,95,1
248,2003/10/29 20:31,1,1,2,0.918295834,0.000928505,0.00185701,538.5,1,31,16,1,15,13,13,0
249,2003/10/16 14:26,1,1,2,0.845350937,0.004061738,0.004874086,615.5,1,28,2,0.5,585,192.1,526,0
250,2003/10/15 18:48,1,1,2,0.970950594,0.002435065,0.001623377,616,1,28,10,1,18,14.5,16,1
251,2003/10/7 15:15,1,1,1,0,0.004385965,0.004385965,228,1,25,23,1,1,1,1,0
252,2003/9/14 2:04,2,3,15,0.78239414,0.028753994,0.030151757,333.8666667,1,31,1270,0.4,180,164,178,1
255,2003/4/2 7:35,2,2,11,0.830696754,0.020689655,0.021165279,382.2727273,1,29,98,0.454545455,61,61,60,1
256,2003/3/21 23:47,2,3,14,0.586405004,0.051572327,0.090775681,340.7142857,1,28,609,0.785714286,47,47,47,1
257,2003/2/16 11:11,1,1,1,0,0.00204499,0.00204499,489,1,24,7,1,6,6,6,1
258,2003/2/9 17:04,2,2,7,0.811836497,0.016869728,0.03030303,457.2857143,1,27,174,1,38,27.5,38,1
261,2002/12/20 2:21,2,2,6,0.148260447,0.011752137,0.102029915,312,1,25,68,0.833333333,474,381,459,1
262,2002/12/5 22:37,1,1,1,0,0.00203252,0.004065041,492,1,22,8,1,648,648,574,0
264,2002/11/27 9:46,1,1,4,0.688139584,0.02247191,0.004494382,333.75,1,26,122,1,645,645,571,1
265,2002/11/26 16:11,1,1,1,0,0.006160164,0,487,1,21,16,1,360,253.0666667,340,0
266,2002/11/10 21:23,1,1,1,0,0.002057613,0.002057613,486,1,21,2,1,422,368.5,368,1
270,2002/10/17 0:31,1,1,4,0.760589714,0.040719196,0.011369646,945.5,1,25,10,0.75,602,602,539,1
272,2002/10/13 0:26,2,2,12,0.895329738,0.043936731,0.007029877,569,1,26,138,0.833333333,598,598,583,1
275,2002/10/3 3:04,1,1,2,0.347816914,0,0.059050064,389.5,1,24,6,1,318,271.5833333,300,0
276,2002/10/2 7:57,1,1,2,0.959686894,0.055220017,0.003451251,579.5,1,24,35,1,395,352,351,1
280,2002/9/23 3:12,1,1,3,0.772506886,0.014625229,0.007312614,547,1,23,3,0.666666667,295,256.0833333,279,1
283,2002/8/30 21:53,1,1,1,0,0.005226481,0.00174216,574,1,21,1,1,431,431,396,0
285,2002/8/27 5:35,1,1,2,0.721928095,0.002842928,0.000710732,703.5,1,23,2,0.5,365,338,332,0
287,2002/8/19 18:34,1,1,1,0,0.001748252,0.006993007,572,1,21,0,1,257,224.8333333,243,0
290,2002/8/15 18:57,2,2,5,0.791644181,0.020937188,0.038218677,601.8,1,23,9,0.4,245,214.4166667,245,1
291,2002/8/15 2:43,1,1,3,0.932788378,0.008636644,0.008019741,540.3333333,1,23,7,0.666666667,237,206.4166667,227,1
292,2002/8/12 1:42,3,3,29,0.847648368,0.048910594,0.027498122,458.9655172,1,26,1464,0.793103448,271,245.5,269,1
293,2002/7/26 16:39,1,1,1,0,0.020134228,0.015100671,596,1,21,2,1,218,189.0833333,211,0
294,2002/7/24 19:13,1,1,1,0,0.015025042,0.136894825,599,1,21,14,1,205,176.0833333,198,0
295,2002/7/10 2:27,1,1,1,0,0.018518519,0.033950617,648,1,20,4,1,226,226,219,0
296,2002/7/6 14:27,1,1,1,0,0.004559271,0.003039514,658,1,20,3,1,99,79,96,1
299,2002/6/27 20:18,1,1,9,0.866107761,0.008624148,0.008624148,554,1,22,322,0.888888889,199,199,192,1
300,2002/6/22 20:46,1,1,2,0.811278124,0,0.005184705,771.5,1,22,28,1,186,186,179,0
301,2002/6/2 22:42,1,1,1,0,0.003120125,0.003120125,641,1,20,7,1,18,12.33333333,18,1
302,2002/5/26 3:01,1,1,1,0,0.001560062,0.00624025,641,0,20,1,1,193,166.3333333,186,1
305,2002/5/7 17:28,1,1,7,0.660439276,0.01754386,0.001349528,635.1428571,1,21,43,0.857142857,170,146.3333333,163,1
307,2002/4/28 18:09,1,1,1,0,0.03617945,0.023154848,691,1,19,0,1,145,121.3333333,139,1
308,2002/4/28 17:57,1,1,1,0,0.055474453,0.157664234,685,1,19,2,1,143,119.3333333,137,1
310,2002/4/25 15:43,1,1,1,0,0.004032258,0.358870968,744,1,19,1,1,128,104.3333333,124,0
312,2002/4/20 12:17,1,1,1,0,0.001135074,0.001135074,881,1,19,15,1,390,283.8333333,367,0
313,2002/4/5 17:42,1,1,1,0,0.001135074,0.001135074,881,1,19,0,1,83,69.5,81,1
314,2002/4/5 15:03,1,1,1,0,0.031782066,0.021566402,881,1,19,0,1,82,68.5,80,1
315,2002/4/5 2:13,1,1,2,0,0.000954198,0.000954198,524,1,19,2,1,79,65.5,77,1
316,2002/4/3 18:00,1,1,1,0,0.07674685,0.013745704,873,1,19,0,1,75,61.5,73,1
317,2002/4/3 13:54,1,1,3,0.748039931,0.041207197,0.030760302,574.3333333,1,21,77,1,74,60.5,72,1
318,2002/4/1 17:52,2,2,9,0.761165966,0.125591757,0.017265386,399,1,21,174,0.888888889,388,310,381,1
321,2002/3/12 8:54,1,1,4,0.238136895,0.185658153,0.215373281,1018,1,21,75,1,62,55.5,60,1
323,2002/2/17 3:22,2,2,7,0.970835763,0.003639304,0.003639304,353.2857143,1,21,76,0.428571429,377,309,370,1
325,2002/2/4 19:20,1,1,5,0.699936181,0.014051522,0.022638564,512.4,1,22,112,1,30,30,29,1
326,2002/2/4 7:23,1,1,7,0.846075574,0.016013384,0.001434034,597.7142857,1,21,144,0.571428571,23,23,22,1
327,2002/2/3 4:27,1,1,2,0.794490107,0.064422519,0.005803831,861.5,1,21,8,0.5,49,49,47,1
328,2002/1/30 9:14,1,1,6,0.781190777,0.007042254,0.017354125,662.6666667,1,21,167,1,46,46,44,1
330,2002/1/22 17:23,1,1,1,0,0.001182033,0.001182033,846,1,19,3,1,4,4,4,0
332,2001/12/9 10:56,1,1,1,0,0.017814727,0,842,1,18,12,1,307,271,290,0
335,2001/11/17 22:54,1,1,1,0,0.002398082,0.002398082,834,1,18,0,1,13,13,13,0
336,2001/11/17 22:22,1,1,1,0,0.001199041,0.001199041,834,0,18,18,1,12,12,12,0
337,2001/10/30 19:21,1,1,1,0,0.001199041,0.001199041,834,1,17,0,1,32,32,30,0
339,2001/10/26 14:49,1,1,1,0,0.001199041,0.001199041,834,1,17,3,1,116,116,108,0
341,2001/10/19 20:50,1,1,1,0,0.010526316,0.002339181,855,1,16,5,1,102,102,94,0
342,2001/10/14 23:59,1,1,1,0,0.003529412,0.002352941,850,1,16,2,1,35,27.5,35,0
345,2001/10/12 17:33,1,1,1,0,0.00942285,0,849,1,16,0,1,160,154,153,1
346,2001/10/12 16:54,1,1,1,0,0.004728132,0.001182033,846,1,16,1,1,31,23.5,31,0
347,2001/10/11 15:51,1,1,1,0,0.003558719,0.002372479,843,1,16,0,1,77,77,72,0
348,2001/10/11 15:07,1,1,1,0,0.002375297,0.002375297,842,1,16,1,1,75,75,70,0
349,2001/10/10 19:36,1,1,1,0,0.080760095,0.06175772,842,1,16,0,1,156,150,149,1
350,2001/10/10 9:26,1,1,1,0,0.013301088,0,827,1,16,0,1,74,74,69,0
351,2001/10/10 0:52,1,1,1,0,0.006060606,0.006060606,825,1,16,5,1,6,5.5,6,1
352,2001/10/5 20:03,1,1,1,0,0.003636364,0.003636364,825,1,15,7,1,20,20,19,0
353,2001/9/28 15:17,1,1,1,0,0.003636364,0.003636364,825,1,15,18,1,18,18,17,0
354,2001/9/10 17:26,1,1,3,0.318636864,0.023267839,0.001034126,644.6666667,1,16,105,1,22,14.5,22,1
355,2001/9/5 22:19,1,1,1,0,0.004968944,0.001242236,805,1,14,6,1,149,149,142,1
356,2001/8/30 23:54,1,1,5,0.870281809,0.020588235,0.002941176,816,1,17,40,1,8,8,8,1
358,2001/8/20 16:36,1,1,1,0,0.0125,0.00875,800,1,14,4,1,3,3,3,0
359,2001/8/16 2:43,1,1,1,0,0.003754693,0.001251564,799,1,13,3,1,129,129,124,1
360,2001/8/13 15:11,1,1,5,0.7449403,0.015964523,0.003104213,451,1,17,706,1,44,44,43,1
361,2001/8/12 20:46,1,1,4,0.850015877,0.047008547,0.015567766,819,1,16,52,1,123,123,118,1
363,2001/7/30 8:52,1,1,1,0,0.002617801,0.002617801,764,1,13,10,1,39,39,38,0
364,2001/7/20 11:18,1,1,6,0.782405757,0.04352605,0.016047483,758.1666667,1,15,115,0.833333333,37,37,36,1
365,2001/7/16 15:38,1,1,1,0,0.007832898,0,766,1,13,5,1,106,106,101,0
366,2001/7/11 1:29,2,2,10,0.737503509,0.078743961,0.03115942,414,1,15,254,0.7,105,105,103,1
367,2001/7/4 3:05,1,1,3,0.787120357,0.00529661,0.003177966,629.3333333,1,15,57,1,95,95,91,1
368,2001/6/19 18:48,1,1,1,0,0.002635046,0.001317523,759,1,13,1,1,74,74,70,1
369,2001/6/18 19:13,1,1,1,0,0.002635046,0.002635046,759,1,13,11,1,24,24,23,0
370,2001/6/7 16:26,1,1,2,0.994030211,0.011921459,0.003506311,713,1,15,2,1,70,70,66,0
371,2001/6/6 21:31,1,1,1,0,0.00131406,0.00131406,761,1,13,4,1,68,68,64,0
372,2001/6/2 18:02,1,1,3,0.806853195,0.074175824,0.041895604,485.3333333,1,15,86,0.666666667,53,35.5,53,1
374,2001/5/11 14:02,1,1,1,0,0.004076087,0,736,1,11,2,1,32,32,30,0
375,2001/5/9 22:53,1,1,2,0.804252236,0.064209275,0.003567182,420.5,1,11,166,1,29,29,27,1
376,2001/3/10 17:06,1,1,1,0,0.017881706,0.013755158,727,1,10,0,1,55,43.5,53,0
377,2001/3/10 0:52,1,1,1,0,0.009668508,0.005524862,724,1,10,15,1,134,91.5,117,1
378,2001/2/23 16:40,1,1,1,0,0.001385042,0,722,1,10,1,1,122,93,106,0
379,2001/2/22 17:11,1,1,1,0,0.002773925,0.002773925,721,0,10,0,1,121,92,105,1
380,2001/2/22 16:59,1,1,1,0,0.001386963,0.001386963,721,0,10,1,1,120,91,104,0
381,2001/2/21 21:20,1,1,1,0,0.061026352,0.034674064,721,1,10,36,1,111,82,95,1
382,2001/1/16 16:09,1,1,1,0,0.004237288,0.001412429,708,1,10,85,1,29,25,27,0
383,2000/10/23 20:44,1,1,1,0,0.02407932,0.015580737,706,0,10,35,1,102,99,86,0
384,2000/9/18 17:29,1,1,2,0.979868757,0.004110393,0.002935995,851.5,1,12,20,1,100,100,84,1
386,2000/9/15 14:35,1,1,4,0.53477311,0.14939897,0.033772181,436.75,1,12,49,1,96,96,80,1
387,2000/9/7 2:22,1,1,1,0,0.001587302,0.001587302,630,1,10,3,1,20,20,18,1
388,2000/9/4 0:10,1,1,1,0,0,0.003174603,630,1,10,14,1,18,18,17,0
389,2000/8/21 15:50,1,1,1,0,0.001584786,0.001584786,631,1,9,81,1,55,55,41,0
390,2000/6/1 19:09,1,1,1,0,0.004754358,0,631,1,9,24,1,27,19.5,27,0
391,2000/5/8 14:12,1,1,1,0,0.00792393,0,631,1,8,11,1,8,8,8,0
392,2000/4/27 19:12,1,1,1,0,0.001592357,0.001592357,628,1,7,1,1,68,68,66,0
393,2000/4/26 15:35,1,1,1,0,0.00477707,0,628,1,7,8,1,8,8,8,0
394,2000/4/18 22:14,1,1,5,0.313992569,0.033826638,0.027484144,283.8,1,8,0,0.2,20,12.5,20,1
395,2000/4/18 19:10,1,1,5,0.318270789,0.29748685,0.02805377,342.2,1,8,625,1,5,5,5,1
396,2000/3/30 18:56,1,1,1,0,0.001597444,0.001597444,626,1,5,7,1,66,66,64,0
397,2000/3/23 13:20,1,1,1,0,0.009584665,0.001597444,626,1,5,13,1,473,422,469,1
398,2000/3/10 12:45,1,1,1,0,0.004823151,0.001607717,622,0,5,3,1,454,413,450,0
399,2000/3/7 13:22,1,1,6,0.849977407,0.005659556,0.002176752,382.8333333,1,8,253,0.833333333,436,395.5,432,1
400,2000/3/7 12:32,1,1,1,0,0.003225806,0.003225806,620,1,5,11,1,429,388.5,425,0
401,2000/2/25 14:31,1,1,5,0.806464891,0.02301496,0.036440353,521.4,0,7,39,0.8,427,388.5,423,1
402,2000/2/18 16:38,1,1,2,0.749595257,0.010948905,0.001824818,548,0,6,1,1,420,384,416,1
403,2000/2/17 16:40,1,1,7,0.817785217,0.02205687,0.002125963,537.5714286,1,7,34,0.857142857,412,376,408,1
404,2000/2/17 10:52,1,1,1,0,0.006504065,0.006504065,615,0,5,0,1,399,363,395,0
405,2000/2/17 0:15,1,1,14,0.841067823,0.134057971,0.031228433,414,1,7,270,0.928571429,394,358,390,1
406,2000/2/15 13:56,1,1,1,0,0.005128205,0.003418803,585,1,5,8,1,379,343,375,1
407,2000/2/7 17:11,1,1,2,1,0.029063509,0.018299247,464.5,0,7,24,1,375,341.5,371,0
408,2000/1/27 20:01,1,1,4,0.336742649,0.251001821,0.136247723,686.25,1,7,5,0.75,357,325,353,1
409,2000/1/25 2:53,1,1,8,0.580565918,0.025872093,0.052906977,430,1,8,10,0.75,346,314,342,1
410,2000/1/24 0:50,1,1,1,0,0.007017544,0.005263158,570,0,5,0,1,336,304,332,1
411,2000/1/24 0:41,1,1,4,0.823483334,0.015665796,0.003263708,383,1,7,16,1,335,303,331,1
412,2000/1/22 16:43,1,1,2,0.958711883,0.013400335,0.004187605,597,1,5,0,1,313,281,309,1
413,2000/1/22 14:08,1,1,3,0.68589275,0.023622047,0.003028468,550.3333333,1,7,1,0.666666667,307,275,303,1
414,2000/1/21 23:24,1,1,8,0.755957559,0.06466031,0.007747318,419.5,1,7,13,0.75,298,267,294,1
415,2000/1/20 16:36,1,1,1,0,0.001782531,0.001782531,561,0,5,2,1,289,258,285,1
416,2000/1/18 17:41,1,1,3,0.770219962,0.064944134,0.016759777,477.3333333,0,5,0,0.333333333,278,247,274,1
418,2000/1/18 9:40,1,1,3,0.890517856,0.011363636,0.022727273,322.6666667,0,6,9,0.666666667,270,239,266,1
419,2000/1/17 14:54,1,1,1,0,0.003717472,0.003717472,538,0,5,3,1,264,233,260,0
420,2000/1/14 18:30,1,1,1,0,0.003717472,0.001858736,538,0,5,0,1,254,223,250,1
421,2000/1/14 17:35,1,1,31,0.626947944,0.06020668,0.010184214,215.3870968,1,8,1164,0.419354839,252,221,248,1
422,2000/1/12 13:55,1,1,4,0.858842848,0.022584693,0.005018821,199.25,1,7,186,0.75,210,179,206,1
423,1999/12/28 17:31,1,1,1,0,0.002386635,0.002386635,419,0,5,12,1,185,154.5,181,0
424,1999/12/16 11:37,1,1,3,0.886530029,0.081669691,0.009981851,367.3333333,1,7,26,1,181,151,177,1
425,1999/12/6 12:09,1,1,2,0.99107606,0.009779951,0.001222494,409,0,7,39,1,177,151,173,1
426,1999/12/2 18:56,1,1,1,0,0.004854369,0.002427184,412,0,5,0,1,49,49,48,0
427,1999/12/2 18:21,1,1,5,0.755221006,0.096357227,0.007638073,340.4,1,7,137,0.4,48,48,47,1
428,1999/11/1 18:33,2,2,43,0.999465695,0.088657282,0.076881429,171.8139535,0,8,3412,0.720930233,43,43,43,0
429,1999/10/18 20:03,1,1,1,0,0.002645503,0.002645503,378,1,4,0,1,160,160,157,0
430,1999/10/18 19:57,1,1,5,0.943203745,0.036455412,0,356.6,1,6,48,0.8,159,159,156,1
431,1999/9/29 17:56,1,1,1,0,0.002666667,0.002666667,375,1,4,2,1,108,108,105,0
432,1999/9/27 18:22,1,1,2,1,0.011820331,0.007092199,211.5,1,4,44,1,107,107,104,1
433,1999/9/23 15:19,1,1,4,0.938693532,0.003814714,0.003814714,458.75,1,7,44,1,99,99,97,0
434,1999/9/23 15:08,1,1,5,0.921329965,0.013793103,0.005747126,174,1,5,489,0.8,95,95,93,1
436,1999/8/27 13:17,1,1,1,0,0.002659574,0.002659574,376,0,4,3,1,75,75,75,1
437,1999/8/24 11:24,1,1,2,0.881290899,0.009102731,0.00390117,384.5,1,6,53,1,74,74,74,1
439,1999/6/14 13:33,1,1,2,0.985228136,0.037996546,0.010362694,289.5,1,5,21,1,58,58,58,1
440,1999/6/11 13:39,1,1,1,0,0.018716578,0,374,0,4,17,1,54,54,54,0
441,1999/5/25 15:22,1,1,4,0.900168996,0.100534759,0.034224599,233.75,1,5,281,1,39,39,39,1
442,1999/5/24 15:42,1,1,1,0,0.01497006,0.005988024,334,0,4,12,1,32,32,32,0
443,1999/5/12 13:18,1,1,1,0,0.006024096,0.003012048,332,0,4,5,1,25,25,25,0
446,1999/4/10 13:42,1,1,1,0,0.006153846,0.030769231,325,1,3,2,1,231,189.5,231,1
