transactionid,commitdate,ns,nm,nf,entropy,la,ld,lt,fix,ndev,pd,npt,exp,rexp,sexp,bug
124,2001/6/5 12:17,1,21,363,0,0,0,158.6170799,0,1,0,0.002754821,363,363,363,1
148,2001/11/5 18:41,1,1,1,0,0,0,61,0,1,70,1,9926,9926,9926,0
171,2001/10/31 9:13,1,2,2,0.307456533,0.130708661,0.040944882,317.5,0,1,15,1,9830,9830,9830,0
204,2005/6/3 4:25,1,1,1,0,0.125,0.125,8,0,6,388,1,971,924,971,0
210,2001/11/13 15:21,1,1,1,0,0.078431373,0.031512605,1428,1,1,67,1,10777,10777,10777,0
1176,2007/12/31 8:33,1,1,1,0,0.025641026,0.003663004,273,0,10,12,1,3201,823.547619,3201,0
1177,2007/12/21 9:46,1,1,1,0,0.016736402,0.008368201,239,0,8,80,1,3200,842.4761905,3200,0
1178,2007/12/21 0:40,1,1,1,0,0.017777778,0.002962963,1350,0,8,25,1,31,31,31,0
1185,2007/12/18 5:51,1,1,1,0,0.006900212,0.003450106,3768,0,10,85,1,3193,836.1785714,3193,0
1186,2007/12/17 12:36,1,1,1,0,0.020408163,0.005102041,196,0,6,17,1,2300,685.9547619,2300,0
1187,2007/12/17 6:08,1,1,3,0.740386284,0.020963173,0,588.3333333,0,11,147,1,2299,684.9547619,2299,0
1188,2007/12/14 10:29,1,2,2,0.756833632,0.133928571,0.029761905,168,0,11,913,1,11305,2833.178319,113,0
1199,2007/12/5 6:00,1,1,1,0,0.018072289,0.006024096,332,0,8,99,1,2289,679.1380952,2289,0
1202,2007/12/4 6:10,1,2,2,0.811278124,0.001421801,0.000473934,2110,0,11,52,1,2288,680.5547619,2288,0
1203,2007/12/3 8:57,1,1,1,0,0.027659574,0.025531915,470,0,8,12,1,2283,675.5547619,2283,0
1204,2007/11/30 14:18,1,1,1,0,0.007122507,0.004273504,702,1,11,24,1,5683,1582.42619,5683,0
1205,2007/11/30 12:02,1,1,1,0,0.000168407,0,5938,0,12,9,1,27,27,27,0
1206,2007/11/30 10:31,1,2,7,0.76804321,0.022889987,0.019461531,1416.714286,0,12,778,0.857142857,2281,674.5714286,2281,0
1208,2007/11/29 9:10,1,1,1,0,0.002132196,0,1407,0,11,2,1,2272,665.6190476,2272,0
1209,2007/11/29 7:59,1,1,1,0,0.00990099,0,303,0,2,65,1,2271,664.6190476,2271,0
1210,2007/11/28 3:06,1,1,1,0,0.444444444,0.055555556,90,0,7,57,1,3161,830.8404762,3161,0
1214,2007/11/27 3:42,1,1,1,0,0.028606208,0.001217285,1643,0,9,1,1,3130,800.6071429,3130,0
1215,2007/11/26 11:05,1,1,1,0,0.000745712,0.000745712,1341,0,8,3,1,26,26,26,0
1216,2007/11/23 11:52,1,1,1,0,0.007130125,0.003565062,1122,0,15,0,1,441,163,441,0
1220,2007/11/22 10:05,1,2,3,0.897481875,0.034146341,0.003252033,205,0,7,35,1,2262,658.9095238,2262,0
1221,2007/11/22 6:51,1,5,12,0.930622775,0.01735107,0.004626952,288.1666667,0,12,1056,0.5,2259,655.9095238,2259,0
1224,2007/11/21 11:48,1,1,1,0,0.031847134,0.002123142,471,0,8,6,1,2246,643.2904762,2246,0
1225,2007/11/21 10:13,1,1,1,0,0.003278689,0.003278689,305,1,8,54,1,1579,311.0256521,1579,0
1232,2007/11/16 5:06,1,1,1,0,0.052356021,0,191,0,7,21,1,2244,644.5547619,2244,0
1235,2007/11/15 10:29,1,1,1,0,0.004329004,0.021645022,462,0,8,255,1,2239,639.9738095,2239,0
1236,2007/11/15 4:46,1,1,1,0,0.014796547,0,811,1,7,204,1,1576,309.9603369,1576,0
1243,2007/11/8 13:40,1,1,1,0,0.207430341,0.080495356,323,0,2,76,1,3118,816.6095238,3118,0
1245,2007/11/8 11:03,1,1,1,0,0.052154195,0.009070295,441,0,9,2,1,3117,815.6095238,3117,0
1248,2007/11/7 4:45,1,2,2,0.927926262,0.036842105,0.021929825,570,0,13,59,1,439,164,439,0
1252,2007/11/6 6:07,1,1,1,0,0.067757009,0.03271028,428,0,9,110,1,3115,815.7095238,3115,0
1254,2007/11/5 11:04,1,1,1,0,0.005742297,0.000560224,7140,1,11,3,1,1575,313.5459235,1575,0
1255,2007/11/5 9:29,1,1,1,0,0.05327414,0.051054384,901,1,10,131,1,1574,312.5459235,1574,0
1256,2007/11/2 14:11,1,3,5,0.825233514,0.011140779,0.007181659,2172.2,0,13,208,1,762,253.7309524,762,0
1259,2007/11/2 7:39,1,1,1,0,0.144067797,0.101694915,472,0,8,344,1,10924,2569.618398,108,0
1263,2007/10/31 8:48,1,2,4,0.787258258,0.051282051,0.0135162,1257.75,0,9,573,1,2232,644.0214286,2232,0
1269,2007/10/26 11:17,1,1,3,1,0.004398827,0.004398827,227.3333333,0,7,6,0.333333333,2228,644.8738095,2228,0
1270,2007/10/25 13:22,1,1,1,0,0.044776119,0,67,0,8,533,1,3109,819.7333333,3109,0
1271,2007/10/25 11:45,1,1,1,0,0.003516174,0.000703235,1422,0,11,14,1,2224,640.9904762,2224,0
1272,2007/10/25 11:11,1,1,2,0.985228136,0.019230769,0,182,1,10,0,1,1573,314.7464646,1573,0
1276,2007/10/25 6:43,1,1,1,0,0.020809249,0.012716763,865,0,10,16,1,22439,2433.983683,22439,0
1277,2007/10/25 5:51,1,1,1,0,0.434782609,0.02173913,46,1,5,286,1,1566,307.7464646,1566,0
1280,2007/10/23 5:54,1,1,1,0,0.03015873,0.020634921,630,0,1,336,1,10888,2567.988456,106,0
1282,2007/10/18 3:33,1,1,1,0,0.046979866,0,149,0,9,24,1,435,162.5,435,0
1284,2007/10/17 15:16,1,2,2,0.485460761,0.032818533,0.003861004,259,0,11,237,1,757,252.302381,757,0
1285,2007/10/17 10:00,1,1,1,0,0.003442341,0.00172117,581,0,4,106,1,2163,589.6904762,2163,0
1286,2007/10/17 6:33,1,1,1,0,0.008035714,0.002678571,1120,0,15,1,1,2162,588.6904762,2162,0
1302,2007/10/10 7:51,1,1,1,0,0.029096478,0.016845329,653,0,10,1,1,22424,2444.317202,22424,0
1309,2007/10/8 9:14,1,2,2,0.10289979,0.050647821,0.015017668,3396,1,13,269,1,1563,317.1650794,1563,1
1316,2007/9/28 14:26,1,2,2,0.439496987,0.002458779,0.00390512,3457,0,11,75,1,745,263.1833333,745,0
1317,2007/9/28 4:39,1,1,3,0.947177243,0.003059805,0.00069541,2396.666667,1,10,762,1,1561,321.4286075,1561,0
1318,2007/9/27 14:48,1,1,1,0,0.014263074,0.006339144,631,0,9,92,1,743,261.2833333,743,0
1322,2007/9/26 10:22,1,1,1,0,0.30952381,0.142857143,42,1,5,90,1,1558,318.7373737,1558,1
1329,2007/9/21 9:16,1,1,16,0.803041597,0.040937285,0.040248105,453.4375,0,12,3624,0.75,2126,601.1666667,2126,0
1343,2007/9/14 3:56,1,1,1,0,0.001826484,0.001826484,1095,0,14,1,1,414,151.3333333,414,0
1354,2007/9/7 15:41,1,1,2,0.957553484,0.033823529,0.008823529,340,0,11,586,1,737,261.8166667,737,1
1360,2007/9/3 10:14,1,1,1,0,0.000704225,0.000704225,1420,0,11,3,1,2107,617.5333333,2107,0
1362,2007/8/31 15:28,1,1,1,0,0.009090909,0.001298701,770,0,10,57,1,735,262.0166667,735,0
1363,2007/8/31 7:26,1,1,2,0.968321186,0.077762619,0.04638472,366.5,0,10,4,0.5,22346,2459.713473,22346,0
1364,2007/8/31 3:36,1,1,2,0.513587736,0.05755814,0.054069767,860,0,11,204,1,2101,615.85,2101,0
1367,2007/8/27 4:50,1,1,1,0,0.059440559,0.006993007,286,0,7,294,1,2099,617.7333333,2099,0
1372,2007/8/24 9:02,1,2,6,0.516393008,0.049834732,0.066107297,655.5,0,14,1119,0.833333333,2098,624.3333333,2098,0
1375,2007/8/23 9:28,1,2,2,0.444126045,0.059245961,0.057450628,278.5,0,11,316,1,3050,849.7666667,3050,0
1379,2007/8/20 10:59,1,1,1,0,0.00330251,0.00330251,1514,0,12,118,1,3048,849.0166667,3048,0
1382,2007/8/16 6:42,1,2,2,0.721928095,0.002069781,0.000887049,1691,0,10,25,1,3041,845.1833333,3041,0
1384,2007/8/14 14:58,1,1,1,0,0.004316547,0.004316547,695,0,11,97,1,727,257.2166667,727,0
1391,2007/8/14 4:27,1,1,1,0,0.009493671,0,632,0,9,49,1,2080,611.4,2080,0
1393,2007/8/10 6:21,1,1,1,0,0.333333333,0.333333333,3,0,4,500,1,3037,841.7333333,3037,0
1399,2007/7/31 15:08,1,1,1,0,0.002519638,0.000592856,6747,1,10,14,1,5590,2091.65,5590,0
1400,2007/7/30 22:31,1,1,1,0,0.666666667,0.25,36,1,1,0,1,5587,2089.666667,5587,0
1402,2007/7/30 16:20,1,1,1,0,0.814814815,0.074074074,27,1,1,446,1,5586,2088.666667,5586,0
1405,2007/7/24 10:32,1,2,2,0.843758206,0.025513585,0.001325381,1509,1,10,95,1,5584,2096.4,5584,0
1408,2007/7/19 4:13,1,1,1,0,0.002412222,0.000804074,3731,1,10,2,1,1553,347.9528499,1553,0
1418,2007/7/14 20:17,1,2,2,0.357646706,0.006924142,0.002154178,3249.5,1,11,109,1,5556,2089.4,5556,0
1423,2007/7/11 4:54,1,1,1,0,0.003667677,0.00494339,6271,1,10,2,1,1552,353.0361833,1552,1
1426,2007/7/9 10:20,1,1,1,0,0.042056075,0.018691589,214,0,4,126,1,2079,633.7,2079,0
1427,2007/7/9 7:03,1,1,1,0,0.000159312,0.000159312,6277,1,10,5,1,1550,357.3695166,1550,0
1435,2007/7/4 10:11,1,1,1,0,0.095238095,0,84,0,7,110,1,2077,635.4333333,2077,0
1437,2007/7/4 4:08,1,1,1,0,0.000955871,0,6277,1,10,6,1,1549,356.7250722,1549,0
1442,2007/7/3 10:20,1,1,1,0,0.555555556,0.333333333,9,0,1,112,1,2074,632.6833333,2074,0
1447,2007/7/2 5:38,1,1,1,0,0.020618557,0.025200458,873,0,9,6,1,2068,626.8,2068,0
1449,2007/6/29 6:13,1,1,1,0,0.023041475,0.004608295,217,1,7,116,1,1547,355.4584055,1547,0
1452,2007/6/28 10:47,1,1,1,0,0.007843137,0.003921569,255,1,4,457,1,1546,354.5695166,1546,0
1454,2007/6/28 8:30,1,1,1,0,0.003825921,0.002231787,6273,1,10,0,1,1545,353.5695166,1545,0
1456,2007/6/28 6:14,1,1,1,0,0.002872646,0.003830195,6266,1,10,1,1,1543,351.5695166,1543,0
1457,2007/6/28 5:50,1,2,2,0.918295834,0.016842105,0.002105263,237.5,0,8,98,1,2064,624.6833333,2064,0
1458,2007/6/27 15:48,1,1,3,0.852819625,0.011782032,0.004418262,452.6666667,0,11,116,0.666666667,722,273.7166667,722,0
1459,2007/6/27 11:30,1,1,1,0,0.043165468,0.014388489,278,1,7,103,1,1542,350.5695166,1542,0
1460,2007/6/27 11:17,1,1,1,0,0.00286944,0.00191296,6273,1,10,0,1,1541,349.5695166,1541,0
1462,2007/6/27 10:28,1,1,1,0,0.032679739,0,306,0,2,75,1,2062,622.6833333,2062,0
1464,2007/6/27 9:33,1,1,1,0,0.000638264,0.000159566,6267,1,10,0,1,1538,346.5695166,1538,0
1465,2007/6/27 9:11,1,2,2,1,0.002985075,0,2010,1,9,125,1,1537,345.5695166,1537,0
1468,2007/6/27 5:27,1,1,1,0,0.000798212,0,6264,1,10,0,1,1533,341.5695166,1533,0
1469,2007/6/27 4:46,1,1,1,0,0.008304056,0.004311721,6262,1,10,34,1,1532,340.5695166,1532,0
1471,2007/6/26 15:39,1,1,2,0.92107152,0.075897436,0.046153846,487.5,0,10,78,1,719,270.7166667,719,0
1472,2007/6/26 13:29,1,1,1,0,0.025114155,0.020547945,876,0,9,82,1,3005,864.3666667,3005,0
1474,2007/6/26 7:05,1,3,3,0.960229718,0.001301406,0.001301406,1280.666667,0,10,169,1,3004,863.3666667,3004,0
1500,2007/5/24 9:54,1,1,1,0,0.000640718,0.001281435,6243,1,10,10,1,1530,351.8325758,1530,1
1504,2007/5/23 12:05,1,1,1,0,0.03875969,0.007751938,129,0,4,421,1,3000,934.5,3000,0
1513,2007/5/16 12:56,1,1,1,0,0.004410585,0,2494,1,10,28,1,2058,647.7,2058,0
1521,2007/5/15 6:50,1,1,1,0,0.1875,0,32,1,1,309,1,2057,647.45,2057,0
1525,2007/5/14 6:45,1,1,1,0,0.005851064,0,1880,0,9,17,1,10134,2367.227092,105,0
1540,2007/5/8 13:24,1,1,1,0,0.044052863,0.022026432,227,0,8,11,1,695,284.0333333,695,0
1544,2007/5/7 15:28,1,1,1,0,0.013358779,0.001908397,524,0,11,18,1,694,283.4,694,0
1545,2007/5/7 14:41,1,1,1,0,0.005347594,0,748,0,11,27,1,692,281.4,692,1
1556,2007/4/27 12:23,1,1,1,0,0.004802561,0.004802561,1874,0,9,53,1,10102,2415.340657,104,0
1562,2007/4/26 11:05,1,1,2,0.985228136,0.00219901,0.001649258,909.5,1,11,46,0.5,2043,648.8833333,2043,0
1576,2007/4/23 19:55,1,1,1,0,0.003837072,0.001180638,3388,1,7,49,1,5316,2101.55,5316,0
1577,2007/4/23 2:51,1,1,2,0.998363673,0.021538462,0,487.5,0,10,12,0.5,402,202.5,402,0
1578,2007/4/22 21:13,1,2,2,0.650022422,0.005611672,0.007856341,445.5,1,8,470,1,5313,2099.083333,5313,1
1579,2007/4/20 19:31,1,1,1,0,0.0078125,0,128,1,2,25,1,5306,2111.433333,5306,0
1585,2007/4/17 10:34,1,1,2,0.716633612,0.040289256,0.03822314,484,0,10,49,1,400,206.3333333,400,1
1600,2007/4/3 9:53,1,1,2,0.811278124,0.004429679,0.004429679,451.5,1,10,233,1,5271,2145.2,5271,1
1603,2007/4/2 16:00,1,1,2,0.964845302,0.143333333,0.091666667,300,0,9,226,1,22308,2762.938023,22308,1
1606,2007/4/2 6:48,1,1,1,0,0.064814815,0,216,0,8,28,1,22306,2760.938023,22306,0
1608,2007/3/30 13:32,1,1,1,0,1.325681492,1.341463415,697,0,9,15,1,22304,2762.615296,22304,1
1610,2007/3/30 8:38,1,1,3,0.889458941,0.012256015,0.000453926,1468.666667,1,12,166,1,1978,605.6833333,1978,0
1617,2007/3/28 9:17,1,1,1,0,0.036363636,0.006060606,330,1,8,23,1,1973,603.9833333,1973,0
1619,2007/3/28 0:52,1,1,1,0,0.00591716,0.007889546,507,0,7,16,1,395,205.5,395,0
1623,2007/3/27 6:43,1,1,1,0,0.000406009,0.003248071,2463,0,10,1,1,2989,1095.916667,2989,0
1625,2007/3/27 1:58,1,1,1,0,0.45754717,0.45754717,212,0,5,22,1,393,203.5,393,0
1629,2007/3/26 7:35,1,1,1,0,0.001246883,0,1604,1,9,18,1,1965,597.55,1965,0
1652,2007/3/15 11:50,1,2,2,0.43408112,0.02705314,0.02705314,517.5,0,9,12,1,2978,1091.216667,2978,0
1665,2007/3/13 7:26,1,1,1,0,0.099156118,0.012658228,474,0,5,106,1,2965,1078.316667,2965,0
1669,2007/3/12 4:14,1,1,1,0,0.066929134,0.013779528,508,0,7,7,1,392,210.3333333,392,0
1671,2007/3/8 5:39,1,2,5,0.775060726,0.307479224,0.049861496,72.2,1,8,1099,0.6,1939,590.65,1939,0
1672,2007/3/8 5:36,1,1,1,0,0.014705882,0.003676471,272,1,7,337,1,1510,387.3972222,1510,0
1673,2007/3/8 5:00,1,1,1,0,0.019390582,0.002770083,361,1,7,3,1,1509,386.3972222,1509,0
1681,2007/3/5 12:31,1,1,2,0.309543429,0.020118343,0.001183432,1690,1,8,122,1,1507,388.4857504,1507,1
1687,2007/2/28 11:50,1,1,1,0,0,0.000849257,2355,1,10,1,1,1908,568.1,1908,0
1688,2007/2/28 10:57,1,1,1,0,0.000349834,0,5717,1,11,2,1,1500,387.9401154,1500,0
1695,2007/2/22 14:08,1,1,1,0,0.10935857,0.194532072,951,0,9,2,1,2954,1087.3,2954,0
1696,2007/2/22 13:11,1,1,1,0,0.003546099,0.003546099,282,0,7,92,1,22271,2819.076515,22271,0
1699,2007/2/20 12:40,1,1,1,0,0,0.018181818,55,0,7,130,1,2953,1087.633333,2953,0
1702,2007/2/20 7:01,1,2,2,0.62480585,0.235067437,0.085934489,1297.5,0,10,66,1,2952,1086.633333,2952,0
1707,2007/2/15 16:34,1,1,1,0,0.018276762,0,1149,1,7,20,1,4945,2077.05,4945,0
1713,2007/2/15 10:02,1,1,2,0.811278124,0.002300361,0.000985869,3043,1,10,2,1,1497,388.0107864,1497,0
1721,2007/2/13 3:53,1,1,1,0,0.051282051,0.025641026,78,1,1,25,1,1490,382.1726912,1490,0
1734,2007/2/9 5:14,1,1,1,0,0.000814664,0,2455,0,9,8,1,372,206.3333333,372,0
1737,2007/2/8 10:13,1,1,1,0,0.007389891,0.000591191,3383,1,7,28,1,4912,2111.85,4912,1
1743,2007/2/3 8:24,1,1,1,0,0.024137931,0.024137931,290,0,7,103,1,2948,1087.8,2948,0
1752,2007/1/31 11:59,1,1,1,0,0.01793722,0.01793722,223,0,10,20,1,2942,1096.633333,2942,0
1753,2007/1/31 2:11,1,3,4,0.838710642,0.00641797,0.00641797,623.25,0,12,166,0.75,365,201.6666667,365,1
1755,2007/1/29 2:37,1,1,1,0,0.005847953,0.002506266,2394,0,11,38,1,361,197.6666667,361,0
1764,2007/1/24 11:27,1,1,1,0,0.010033445,0.006688963,299,1,2,13,1,1484,383.6814214,1484,0
1765,2007/1/24 3:05,1,1,1,0,0.219512195,0,492,0,7,1,1,358,196.5,358,0
1779,2007/1/13 11:30,1,1,1,0,0.008583691,0.008583691,233,0,8,248,1,2918,1088.666667,2918,0
1781,2007/1/12 3:19,1,1,1,0,0.333333333,0,15,0,4,290,1,2917,1087.666667,2917,0
1782,2007/1/11 9:21,1,1,1,0,0.017204301,0.012903226,465,0,8,20,1,1893,606.3833333,1893,0
1786,2007/1/10 7:20,1,1,1,0,0.003076923,0.003076923,325,0,8,48,1,1892,605.6333333,1892,0
1788,2007/1/9 10:45,1,2,2,0.721928095,0.005513439,0.00137836,725.5,0,11,72,1,626,246.6666667,626,1
1792,2007/1/8 9:48,1,1,1,0,0,0.001440922,694,0,11,17,1,22246,2913.232648,22246,0
1801,2006/12/20 10:19,1,1,1,0,0.028676022,0.007321538,1639,0,10,27,1,2916,1160.266667,2916,0
1805,2006/12/17 12:24,1,1,1,0,0.007575758,0,396,0,9,30,1,2915,1170.316667,2915,0
1813,2006/12/7 4:57,1,1,1,0,0.013422819,0,298,1,1,34,1,1458,380.8901154,1458,0
1814,2006/12/7 2:28,1,4,5,0.875793932,0.014967638,0.002427184,494.4,0,12,784,1,354,238.5,354,0
1815,2006/12/6 13:29,1,1,1,0,0.020618557,0.010309278,194,0,8,90,1,2912,1218.483333,2912,0
1819,2006/12/5 6:46,1,1,1,0,0.003015075,0.00201005,995,0,7,22,1,349,233.5,349,0
1820,2006/12/4 15:11,1,1,1,0,0.020100503,0.023450586,597,0,9,248,1,579,222.4666667,579,0
1822,2006/11/30 6:20,1,1,1,0,0.000847099,0.002964845,2361,0,11,2,1,342,227,342,0
1836,2006/11/24 7:05,1,1,1,0,0.009605123,0.008004269,1874,0,9,1,1,9623,2502.101984,99,0
1845,2006/11/22 11:47,1,1,1,0,0.010638298,0.010638298,282,0,7,0,1,22228,3039.867496,22228,0
1853,2006/11/21 7:44,1,2,2,0.918295834,0.013174807,0.004177378,1556,0,11,49,1,2873,1237.55,2873,0
1858,2006/11/19 14:47,1,1,1,0,0.005607477,0,2675,0,7,3,1,2864,1232.816667,2864,0
1863,2006/11/17 3:55,1,2,2,0.994538682,0.027911453,0.016361886,519.5,0,4,425,1,9576,2485.99127,95,0
1864,2006/11/16 12:53,1,1,1,0,0.002999625,0.000749906,2667,1,7,24,1,1449,380.1031746,1449,0
1874,2006/11/10 16:40,1,1,1,0,0.025316456,0,237,0,8,227,1,2854,1231.766667,2854,0
1878,2006/11/10 12:09,1,1,2,0.764204507,0.011933174,0.009546539,209.5,0,7,279,1,2850,1227.766667,2850,0
1880,2006/11/9 13:05,1,1,1,0,0.002123142,0,1413,0,11,3,1,2847,1225.016667,2847,0
1888,2006/11/7 13:47,1,1,1,0,0.004784689,0,209,0,4,1,1,2846,1226.75,2846,0
1889,2006/11/7 7:56,1,1,1,0,0.004901961,0.00245098,408,0,7,26,1,329,221,329,0
1896,2006/11/6 13:10,1,4,4,0.727464455,0.003234818,0.006028525,1700.25,0,12,237,0.75,2845,1225.983333,2845,0
1897,2006/11/6 11:48,1,1,1,0,0.031057063,0.001870907,5345,1,10,12,1,1443,381.2511905,1443,0
1899,2006/11/6 9:28,1,1,1,0,0.006246096,0,1601,0,9,27,1,2841,1221.983333,2841,0
1901,2006/11/6 9:13,1,3,20,0.710490649,0.055257099,0.022475606,456.05,0,12,3696,0.8,2835,1215.983333,2835,0
1903,2006/11/3 7:52,1,2,2,0,0.00530504,0.00530504,188.5,1,1,11,1,1442,381.831746,1442,0
1908,2006/10/30 12:27,1,1,2,1,0.010909091,0.003636364,412.5,0,11,19,1,22221,3110.094553,22221,0
1920,2006/10/25 3:44,1,1,1,0,0.054187192,0,203,1,7,190,1,1439,383.7956349,1439,0
1927,2006/10/20 10:35,1,1,1,0,0.002857143,0.000714286,1400,0,11,38,1,1889,725.3833333,1889,0
1928,2006/10/20 7:02,1,7,13,0.843738005,0.007773671,0.005479801,603.6153846,0,13,1527,0.846153846,22213,3123.732612,22213,0
1931,2006/10/19 12:19,1,1,1,0,0.003762227,0,2658,1,7,0,1,1435,387.1111111,1435,0
1932,2006/10/19 10:24,1,1,2,0.950478326,0.036728395,0,1620,1,8,212,1,1432,384.1111111,1432,1
1939,2006/10/18 4:46,1,1,1,0,0.03180212,0.03180212,283,0,7,100,1,315,211,315,0
1942,2006/10/17 7:02,1,1,1,0,0.103448276,0.126436782,87,0,1,1,1,2813,1268.666667,2813,0
1963,2006/10/9 6:58,1,2,2,0.948078244,0.024804178,0.001305483,1149,0,11,255,1,1888,740.3333333,1888,1
1967,2006/10/6 13:43,1,3,6,0.804580372,0.129213483,0.072601556,385.6666667,0,14,18,0.666666667,2782,1286.833333,2782,0
1970,2006/10/5 2:33,1,1,1,0,0.171052632,0.052631579,76,0,7,191,1,311,207.5,311,0
1973,2006/10/4 6:07,1,1,1,0,0.009661836,0.004830918,414,0,11,29,1,22195,3198.218074,22195,0
1979,2006/10/3 5:43,1,1,1,0,0.001872659,0.001872659,1068,0,9,112,1,2725,1236.25,2725,0
1981,2006/10/1 9:29,1,1,1,0,0.050251256,0.040201005,199,0,7,152,1,2723,1235.833333,2723,0
1984,2006/9/28 9:07,1,1,3,0.79861817,0.083333333,0.052860697,536,0,10,599,0.666666667,22184,3205.617388,22184,1
1986,2006/9/26 8:04,1,1,4,0.716978287,0.030102348,0.001806141,415.25,0,7,308,0.5,310,206.5,310,0
1988,2006/9/25 7:51,1,1,1,0,0.001269036,0.000423012,2364,0,11,19,1,305,201.5,305,0
1989,2006/9/25 7:36,1,1,1,0,0.02484472,0.211180124,161,0,5,0,1,304,200.5,304,0
1990,2006/9/25 7:02,1,1,2,0.896038233,0.097472924,0.018050542,138.5,0,5,333,1,300,196.5,300,0
1995,2006/9/25 4:22,1,1,1,0,0.008067941,0.008280255,4710,1,10,17,1,1404,378.8583333,1404,0
2003,2006/9/14 22:13,1,1,1,0,0.000267237,0,3742,1,10,77,1,4440,2595.583333,4440,0
2004,2006/9/14 13:10,1,2,8,0.891007714,0.038770821,0.010913268,435.25,0,11,863,0.625,2707,1234.333333,2707,0
2009,2006/9/12 6:35,1,1,1,0,0.007874016,0,1397,0,11,6,1,2699,1226.833333,2699,0
2010,2006/9/8 9:36,1,1,1,0,0.036635007,0.017639077,737,0,10,1,1,22176,3266.997691,22176,0
2011,2006/9/7 21:09,1,1,1,0,0.01510989,0.005494505,728,1,10,91,1,4430,2596.416667,4430,0
2016,2006/9/6 4:32,1,1,1,0,0.007230966,0.009783071,4702,1,10,1,1,1397,386.0702381,1397,0
2021,2006/9/5 9:50,1,2,4,0.813194948,0.012384412,0.014035667,1514,0,11,250,1,22175,3274.111291,22175,0
2023,2006/9/5 4:40,1,1,1,0,0.000849437,0.011042684,4709,1,10,1,1,1396,386.0702381,1396,0
2025,2006/9/4 13:05,1,1,2,0.996791632,0.051282051,0.012820513,117,0,8,100,1,22171,3270.147006,22171,0
2026,2006/9/4 10:28,1,2,2,0.721928095,0.098360656,0.010928962,91.5,1,8,312,1,1395,385.1214286,1395,0
2030,2006/9/1 3:48,1,1,7,0.355196357,0.167657993,0.038289963,384.2857143,0,9,885,1,293,215.5,293,0
2033,2006/8/30 10:26,1,1,1,0,0.078796562,0.080945559,1396,0,11,51,1,1880,820,1880,0
2055,2006/7/18 5:09,1,1,1,0,0.000210881,0.000210881,4742,1,10,13,1,1390,420.4464286,1390,0
2065,2006/7/6 11:27,1,1,1,0,0.002120441,0.000848176,2358,0,10,28,1,559,330.1666667,559,0
