transactionid,commitdate,ns,nm,nf,entropy,la,ld,lt,fix,ndev,pd,npt,exp,rexp,sexp,bug
713,2008/12/2 5:39,3,3,3,0.252239448,0.067204301,0.018817204,248,0,6,24,0.666666667,413,214.1666667,215,0
715,2008/11/24 4:15,1,1,1,0,0.020408163,0.006802721,735,0,6,11,1,406,208,87,0
716,2008/11/18 8:10,1,1,1,0,0.035223368,0.000859107,1164,0,10,21,1,2548,314.616809,1198,0
720,2008/10/29 12:06,1,1,1,0,0.006666667,0.006666667,450,0,9,302,1,2528,307.3839235,416,0
725,2008/8/29 9:02,2,2,6,0.971962916,0.001914042,0.002436054,957.8333333,0,15,549,1,2503,294.4661522,1191,0
736,2008/5/1 21:08,2,3,3,0.750469288,0.010648596,0.121006776,344.3333333,0,12,85,1,26024,5056.85584,22103,0
738,2008/4/20 20:26,4,15,27,0.862882012,0.023261224,0.01273552,636.8888889,0,20,1151,0.481481481,25994,5084.993298,24483,1
764,2007/10/23 17:38,1,1,1,0,0.119047619,0.015873016,126,0,3,161,1,24651,5192.374359,1006,0
766,2007/10/1 20:25,1,1,1,0,0.009421265,0.001345895,743,0,6,0,1,24525,5236.88641,584,0
781,2007/5/4 11:20,1,1,1,0,0.028953229,0.002227171,449,0,9,119,1,23215,5173.838335,5094,0
787,2007/4/6 0:21,3,18,30,0.703171297,0.072519084,0.038119006,681.2,1,18,1203,0.533333333,22948,5072.155105,20485,1
788,2007/3/29 11:30,1,1,2,1,0.346456693,0.220472441,127,1,3,0,0.5,40,40,6,1
792,2007/3/21 10:39,1,2,3,0.317520657,0.008928571,0.044642857,112,0,6,118,1,36,36,14,1
793,2007/2/21 10:12,1,1,1,0,0.462686567,0.014925373,67,1,7,47,1,32713,5652.948691,17037,0
796,2007/1/27 22:50,2,2,2,1,0.001589193,0.001589193,1258.5,0,14,0,1,32583,5658.821698,17397,0
800,2007/1/5 17:19,10,111,831,0.999788593,0.006161906,0.006161906,323.4031288,0,23,121966,0.210589651,32463,5876.08519,32358,0
801,2007/1/2 16:25,2,2,2,0.491237342,0.003376477,0.012380416,888.5,0,11,75,1,31625,5041.259998,24464,0
802,2006/12/21 11:05,2,10,22,0.790636028,0.021252889,0.000866623,1101.454545,0,17,1196,0.545454545,2242,336.3146354,1417,1
819,2006/10/3 18:18,3,3,3,0.552736968,0.025851939,0.027027027,567.3333333,0,5,279,1,21395,5011.114575,18337,0
820,2006/10/1 20:06,1,1,1,0,0.00990099,0.00990099,202,0,4,1,1,21390,5021.065216,4680,0
826,2006/8/23 8:01,1,3,8,0.683062681,0.068402246,0.062276672,244.875,1,6,374,0.625,1028,335.3743839,1026,1
829,2006/7/27 9:20,1,1,1,0,0.210907336,0.000482625,2072,0,12,50,1,30921,5616.360159,2383,1
830,2006/7/24 12:32,1,1,1,0,0.00334608,0.000478011,2092,0,12,10,1,2152,293.1570235,1000,0
835,2006/5/23 15:28,1,1,1,0,0.003338898,0.001669449,599,0,8,5,1,30107,5039.23296,2357,0
843,2006/3/6 12:41,2,2,3,0.252004041,0.116419919,0.002018843,495.3333333,1,10,145,0.666666667,29839,5577.663223,23284,1
844,2006/3/5 10:58,11,107,794,0.999604676,0.006434859,0.006434859,308.4584383,0,22,110642,0.255667506,29831,5571.464475,29775,0
852,2006/2/3 19:59,1,1,1,0,1,1,0,0,3,112,1,28905,4869.243737,82,0
854,2006/2/3 8:53,1,1,1,0,0.034161491,0.02484472,322,0,10,30,1,28904,4868.243737,7281,0
855,2006/1/17 18:52,2,2,2,0.721928095,0.008215962,0.003521127,426,1,8,135,1,19225,4846.903097,16483,0
857,2006/1/4 22:01,5,14,18,0.788135908,0.002932121,0.016859698,378.9444444,0,17,2076,0.555555556,28866,5010.748262,26937,0
858,2006/1/4 20:56,3,7,15,0.825825963,0.010384216,0.028037383,128.4,0,10,6417,0.466666667,28847,4991.748262,22822,0
862,2005/12/6 13:35,1,1,1,0,0.019900498,0.014925373,201,1,4,0,1,28776,5029.250117,7253,0
864,2005/12/5 21:29,2,2,3,0.670926312,0.051660517,0.018450185,180.6666667,0,10,562,1,18920,4993.074409,4684,0
878,2005/8/23 17:01,2,2,8,0.697883953,0.028626625,0.009834914,711.75,1,13,0,0.125,27416,4253.012277,2272,0
879,2005/8/23 16:48,2,2,8,0.647772243,0.008569898,0.02767363,700.125,0,13,0,0.125,27408,4245.012277,2264,1
880,2005/8/23 16:45,2,2,8,0.697883953,0.028626625,0.009834914,711.75,1,13,707,1,27400,4237.012277,2256,0
881,2005/8/20 19:26,2,14,46,0.878657022,0.019114578,0.014885203,395.7826087,1,13,3121,0.565217391,18149,5206.924992,15586,1
883,2005/8/2 15:02,3,3,3,0.590464251,0.26969697,0.262626263,330,0,11,161,1,17963,5098.763334,15513,1
888,2005/6/26 22:04,3,4,10,0.559355224,0.007290401,0.069744836,411.5,1,12,579,0.8,871,540,655,0
889,2005/6/4 16:42,3,4,6,0.904699704,0.011365358,0.002879224,1099.833333,1,13,518,1,27026,4158.440917,23447,1
890,2005/5/14 20:26,2,3,3,0.819448372,0.002858674,0.002858674,1865.666667,0,13,198,1,26912,4125.045183,21242,0
894,2005/3/24 19:34,4,4,6,0.86325339,0.008438819,0.003881857,987.5,1,12,275,1,16020,3965.538059,14325,0
895,2005/3/11 12:20,3,4,4,0.948019116,0.015059161,0.007888132,697.25,0,8,58,0.75,26801,4241.813883,8878,0
897,2005/3/2 9:48,1,1,1,0,0.034090909,0.001893939,528,0,2,0,1,26761,4230.634135,273,1
902,2005/2/21 22:55,1,1,1,0,0.393145161,0.028225806,496,0,2,176,1,26704,4884.402527,260,0
910,2004/12/20 12:13,2,2,2,1,0.002176279,0.004352557,459.5,0,10,110,1,15509,4182.509216,10408,0
918,2004/12/2 10:32,1,1,5,0.57429532,0.024911996,0.0232873,738.6,0,11,103,0.8,26597,5203.443561,2110,1
921,2004/11/6 18:06,1,1,1,0,0.501510574,0.175226586,331,0,2,1,1,15347,4376.861511,46,0
929,2004/10/6 5:35,2,4,4,0.521920537,0.026743399,0.002708192,738.5,1,12,68,1,26482,5419.215367,21042,1
938,2004/9/8 15:42,3,3,3,0.994737238,0.011482255,0.01565762,319.3333333,0,4,24,1,26415,5439.678287,9059,1
946,2004/8/7 21:31,2,2,2,0.992774454,0.021768707,0.005442177,367.5,1,4,6,1,24996,4166.563067,13620,0
947,2004/8/4 17:33,4,16,21,0.96001063,0.002577803,0.002577803,1016,0,14,904,0.952380952,14699,4334.89412,13773,0
948,2004/8/1 2:19,4,4,4,0.46709697,0.071371611,0.017145136,627,0,11,205,1,24981,4183.264941,21528,1
950,2004/7/14 13:55,1,1,1,0,0.149417853,0.007115136,1546,0,5,3,1,1992,435.784127,473,0
952,2004/6/24 14:55,1,1,1,0,0.071428571,0.047619048,42,0,4,34,1,14305,4322.057179,3184,0
958,2004/5/27 9:08,3,3,3,0.400204771,0.01572327,0.141509434,106,0,6,81,1,24777,4500.40868,20033,1
959,2004/5/21 20:34,1,1,1,0,0.329842932,0.001745201,573,0,8,85,1,13864,4053.346753,9004,0
960,2004/5/21 16:56,2,2,2,0.749595257,0.00471451,0.002619172,954.5,0,11,61,1,13856,4045.346753,423,0
961,2004/5/21 1:07,2,10,18,0.740013471,0.008773477,0.023454722,1260.111111,0,14,603,0.611111111,13829,4018.346753,12068,1
966,2004/5/18 0:10,1,1,1,0,0.125,0,8,0,1,18,1,24663,4401.516904,38,0
970,2004/5/11 17:57,4,7,10,0.445366132,0.025598679,0.06507019,605.5,0,12,298,1,24604,4353.983715,21197,1
971,2004/5/6 20:24,5,17,52,0.728129668,0.015641464,0.0188962,821.2884615,0,18,6548,0.653846154,13720,4036.547042,13395,1
979,2004/4/27 15:51,1,1,1,0,0.1,0.016666667,240,0,3,0,1,24539,4349.548273,57,0
991,2004/4/23 19:58,1,1,1,0,0.009345794,0.009345794,214,0,3,0,1,24529,4348.617767,51,0
994,2004/3/23 22:54,3,3,3,0.482159361,0.041916168,0.011976048,55.66666667,0,5,296,1,24412,4361.183672,8523,1
996,2004/3/20 10:39,1,1,1,0,0.126984127,0.063492063,63,1,3,6,1,24384,4347.530997,120,1
1015,2003/11/24 8:16,3,3,4,0.902642423,0.04245283,0.04245283,212,1,4,186,1,1954,669.272619,206,1
1032,2003/9/12 12:10,1,1,1,0,0.02027027,0.006756757,296,0,7,40,1,23935,5614.130364,6320,1
1034,2003/9/6 23:43,1,4,5,0.811875776,0.026535627,0.006879607,407,1,5,100,1,23752,5461.389816,1178,1
1038,2003/8/16 11:35,1,1,1,0,0.114285714,0.142857143,35,0,1,2,1,23723,5591.479226,81,1
1041,2003/8/7 17:11,3,6,8,0.926371013,0.005829016,0.006476684,772,0,10,31,0.375,12146,4676.844444,3546,1
1052,2003/6/23 19:51,2,2,2,0.945660305,0.047794118,0.033088235,136,0,5,20,1,22230,4339.730031,5877,1
1056,2003/6/14 13:49,1,1,8,0.850350319,0.026161369,0.015647922,511.25,0,10,696,0.75,22212,4439.272014,1820,1
1061,2003/6/11 2:56,1,1,1,0,0.018360656,0.000655738,1525,0,10,14,1,22111,4343.615337,12225,0
1067,2003/5/15 21:57,2,2,3,0.927556948,0.056122449,0.015306122,130.6666667,1,8,0,1,22033,4385.937937,5817,1
1068,2003/5/15 13:59,2,2,2,0,0.005952381,0.007936508,252,0,8,9,1,22030,4382.937937,12235,0
1069,2003/5/15 12:35,2,12,20,0.717633078,0.026559086,0.026222895,297.45,0,12,1069,0.85,22013,4365.937937,17949,1
1070,2003/5/10 0:03,1,1,1,0,0.012681159,0.009057971,552,0,1,1,1,21992,4405.020896,39,0
1073,2003/5/8 21:16,1,1,1,0,0.074927954,0.002881844,347,0,8,13,1,21975,4426.514424,5750,0
1074,2003/5/6 23:47,1,1,1,0,0.008421053,0.008421053,475,1,8,2,1,21967,4449.228688,12164,0
1079,2003/4/6 18:45,2,2,4,0.526698118,0.051697922,0.00861632,493.25,0,11,203,1,1590,465.7714286,966,0
1081,2003/3/29 6:31,4,5,6,0.654662733,0.015126738,0.084627964,407.6666667,0,9,234,0.833333333,1586,463.4285714,1126,1
1083,2003/3/5 22:16,1,1,1,0,0.291750503,0.23138833,497,0,6,57,1,10256,3985.953571,253,0
1085,2003/2/14 9:04,1,1,1,0,0.014117647,0.002352941,425,0,6,39,1,21673,4888.939069,12023,0
1088,2003/1/25 0:19,2,4,4,0.641374992,0.032582462,0.0076428,621.5,0,10,93,1,9842,3984.042857,8837,0
1090,2003/1/9 9:34,1,1,1,0,0.024193548,0.008064516,248,1,2,4,1,1526,519.7095238,638,1
1092,2003/1/6 13:53,1,1,1,0,0.00246969,0.01324652,4454,0,10,10,1,1519,513.0952381,394,1
1095,2003/1/5 22:18,3,4,9,0.516975372,0.078324932,0.039744087,573.1111111,0,10,194,0.444444444,21617,5155.026759,19443,1
1098,2002/12/6 0:00,2,9,14,0.391988571,0.100302515,0.023633957,755.5714286,1,11,14,0.071428571,21560,5547.159643,17645,1
1099,2002/12/5 22:46,3,4,7,0.51438019,0.067718191,0.057413249,679.2857143,1,10,336,0.857142857,21535,5522.881865,19378,0
1103,2002/10/23 23:11,2,2,2,0.650022422,0.056478405,0.023255814,150.5,0,8,0,1,21173,5338.924945,5633,1
1105,2002/10/23 21:33,1,1,3,0.868401459,0.010086455,0.010806916,462.6666667,1,4,0,0.333333333,21171,5336.924945,985,0
1107,2002/10/23 16:56,1,1,1,0,0,0,44,0,1,0,1,21165,5330.924945,20,1
1117,2002/9/3 17:45,5,11,23,0.923906833,0.007092869,0.008511443,459.7391304,0,11,1926,0.565217391,1466,548.5333333,1077,0
1122,2002/8/22 18:43,1,1,61,0.267245439,3,3,0,0,8,7908,0.426229508,5067,513.3523338,459,0
1124,2002/8/20 13:54,1,1,10,0.7616065,0.027707505,0.029273581,830.1,0,11,418,0.6,1415,516.4333333,348,1
1125,2002/7/27 16:09,3,3,4,0.5,0.031746032,0.031746032,15.75,0,5,306,1,1385,518.5,609,0
1126,2002/7/19 13:35,1,1,1,0,0,0,119,0,1,0,1,20137,4998.928139,15,1
1127,2002/7/18 0:13,2,2,15,0.885469284,0.028132992,0.028132992,26.06666667,0,6,5871,0.666666667,20078,4940.770455,11171,1
1129,2002/7/16 1:46,1,1,1,0,0.888888889,1.111111111,9,0,2,1671,1,20057,4978.564683,11152,0
1131,2002/7/15 17:34,1,1,1,0,0.027842227,0.030162413,431,0,1,25,1,20052,4975.311508,11150,0
1135,2002/5/4 20:03,1,10,19,0.400157676,0.015393073,0.13062122,478.6842105,0,10,762,0.631578947,7409,3042.229762,4895,1
1138,2002/4/23 21:56,1,1,1,0,0.00146771,0.00146771,2044,1,7,0,1,19195,4904.363709,1600,0
1142,2002/4/10 18:46,1,1,3,0.916102032,0.032967033,0.059654631,212.3333333,0,4,337,1,1263,464.4333333,308,0
1144,2002/4/3 0:39,2,5,9,0.817499024,0.024972376,0.035911602,1005.555556,0,10,449,0.666666667,1260,463.25,778,1
1153,2002/3/5 0:52,3,3,7,0.812972954,0.20829829,0.043173535,509.5714286,1,8,542,0.571428571,18906,5254.06075,17203,1
1154,2002/2/22 23:17,2,2,2,0.994984828,0.019305019,0.003861004,518,0,6,112,1,1226,473.95,666,0
1164,2001/12/3 12:44,1,1,1,0,0.024590164,0.004098361,244,0,7,1,1,6259,2754.221429,1466,0
1165,2001/12/2 6:38,2,2,2,0.485460761,0.074349442,0.066914498,134.5,1,8,22,1,1192,559.1666667,360,0
1171,2001/10/19 16:47,1,1,1,0,0.02,0.011428571,1400,1,9,0,1,6087,2843.766667,4010,1
1177,2001/9/22 18:54,1,1,32,0.902344368,0.004107901,0.014377653,456.4375,0,7,618,0.34375,1181,647.8333333,141,0
1182,2001/9/7 15:52,2,2,3,0.994888229,0.0198188,0.013023783,588.6666667,0,6,21,0.666666667,16722,4265.829473,11164,0
1185,2001/8/24 10:07,3,9,60,0.979548078,0.006184087,0.008889625,301.85,1,12,9370,0.416666667,1109,587.6666667,789,1
1187,2001/8/1 19:52,1,1,1,0,0.016574586,0.006906077,724,1,4,0,1,5442,2548.15,3638,0
1188,2001/8/1 19:25,2,2,3,0.32245813,0.102721686,0.02809482,379.6666667,1,6,14,0.666666667,5441,2547.15,4907,1
1196,2001/5/11 19:38,1,1,1,0,0.006392045,0.005681818,1408,0,6,51,1,853,443.5,2,1
1209,2001/3/23 13:42,2,2,2,0.277712332,0.315192744,0.299319728,220.5,0,2,4,0.5,4770,2688.75,4282,0
1231,2001/1/9 13:40,2,3,5,0.914661453,0.012004802,0.026410564,166.6,0,8,190,1,816,561.3333333,534,0
1238,2000/12/27 18:59,3,11,20,0.818998079,0.04792519,0.073407364,427.75,1,10,869,0.7,4181,2607.683333,3892,1
1241,2000/11/29 15:59,2,6,6,0.62741608,0.104101839,0.108062235,589.1666667,0,10,35,1,3908,2514.183333,3587,1
1244,2000/11/20 10:56,1,1,4,0.888520698,0.020224719,0.004494382,333.75,0,5,174,1,737,585.5,42,1
1246,2000/11/6 17:18,1,2,2,0.970950594,0.008010681,0.003115265,1123.5,0,10,4,0.5,711,561,303,0
1269,2000/10/9 12:42,1,1,2,0.970950594,0.029411765,0.029411765,85,0,2,4,0.5,589,444,252,1
1293,2000/7/27 22:13,3,5,7,0.982829644,0.001773836,0.00886918,644.2857143,0,10,97,0.285714286,2911,2001,2697,1
1300,2000/7/9 9:12,3,5,5,0.37819019,0.016382253,0.048122867,586,1,10,101,1,451,451,263,1
1304,2000/7/2 11:20,4,8,10,0.70315962,0.01851145,0.014885496,524,1,10,708,0.7,422,422,393,1
1307,2000/6/30 12:10,2,2,2,0.788810839,0.125628141,0.112562814,497.5,1,7,15,1,412,412,204,1
1313,2000/6/19 12:58,1,1,4,0.607311738,0.025198939,0.031830239,188.5,1,6,646,0.75,401,401,27,0
1315,2000/6/19 9:39,1,1,2,1,0.003058104,0.003058104,327,0,5,0,0.5,14213,5243.766667,736,1
1316,2000/6/16 20:09,1,1,1,0,0.014792899,0.014792899,338,0,4,20,1,397,397,23,0
1317,2000/6/14 14:17,5,11,29,0.91412581,0.005736506,0.005659506,895.6551724,0,12,935,0.586206897,396,396,341,0
1349,2006/1/4 19:51,2,2,2,0.811278124,0.023346304,0.007782101,128.5,1,10,1251,1,19114,4849.445918,4334,0
1370,2003/9/11 22:04,3,4,12,0.783091851,7,7,0,0,6,9702,0.583333333,23922,5603.210667,15226,0
1375,2003/9/7 17:44,2,3,3,0.944115224,0.001191327,0.00833929,1399,0,8,385,1,23878,5568.518099,13948,0
1400,2006/1/4 19:51,1,1,1,0,0.065789474,0.013157895,76,1,4,852,1,19111,4846.445918,4229,0
1452,2005/3/24 19:35,3,3,5,0.83464086,0.003719986,0.003043625,1182.8,1,12,413,0.8,16025,3970.538059,14269,0
1487,2005/12/6 13:35,1,1,1,0,0.019900498,0.014925373,201,1,4,70,1,28777,5030.250117,7254,0
1489,2005/12/5 21:29,1,1,2,0.721928095,0.053639847,0.013409962,261,0,10,206,1,18922,4995.074409,4187,0
1508,2007/11/29 11:44,1,2,2,0.961236605,0.026066351,0.004739336,211,1,9,828,1,214,181,53,0
1570,2009/7/16 13:43,2,2,2,0.566509507,0.037344398,0.024896266,120.5,1,8,70,0.5,28847,4697.94003,6456,0
1633,2008/1/1 14:45,10,122,907,0.999808781,0.005864056,0.005864056,339.9327453,0,24,155710,0.179713341,34370,5165.954056,34265,0
1643,2007/10/29 7:25,1,2,2,0.961236605,0.027707809,0.005037783,198.5,0,9,34,1,207,175,50,0
1656,2007/7/12 10:10,1,1,1,0,0.028,0.004,500,1,9,2,1,101,101,16,0
1658,2007/7/10 9:14,3,5,11,0.62479355,0.051386352,0.001660302,1095.090909,0,18,947,0.727272727,97,97,62,1
1674,2007/2/6 19:28,1,1,1,0,0.005830904,0.005830904,343,0,6,32,1,2314,394.2612998,551,0
1693,2006/10/7 15:25,3,5,5,0.742047698,0.013650926,0.004178855,1435.8,0,15,225,0.8,21428,5009.658661,19102,0
1814,2004/6/7 18:39,1,1,1,0,0.186440678,0.101694915,59,1,3,45,1,24833,4499.239921,161,0
1862,2004/2/2 17:20,2,2,2,0.89049164,0.047393365,0.014218009,105.5,0,3,2,0.5,24270,4559.812354,6510,0
1865,2004/1/8 23:58,1,1,1,0,0.011548913,0.002717391,1472,0,6,2,1,24192,5173.89248,13167,0
1916,2003/6/12 3:36,4,7,15,0.802678223,0.115477716,0.082158622,468.2,0,10,344,0.666666667,22165,4394.37972,19907,1
1956,2002/12/3 16:50,1,1,1,0,0.036477987,0.002515723,795,0,4,90,1,21459,5452.747738,11903,1
1996,2002/4/20 20:22,2,3,3,0.903213977,0.009370817,0.009370817,498,0,9,79,1,242,88.5452381,175,0
2022,2001/11/15 11:35,1,1,1,0,0.028806584,0.028806584,243,1,7,0,1,18708,5656.30487,5060,1
2029,2001/10/16 6:09,2,2,3,0.972693724,0.033998522,0.031781227,451,0,5,15,0.333333333,223,115.55,161,0
2030,2001/10/13 0:23,1,1,1,0,0.000677048,0.006093433,1477,1,6,7,1,16788,3885.389069,108,0
2032,2001/10/1 11:33,1,1,1,0,0.025067751,0.005420054,1476,1,6,26,1,16777,3928.231926,104,1
2046,2001/6/11 18:12,1,1,1,0,0.006472492,0.003236246,618,1,3,34,1,16458,4802.582143,692,0
2058,2001/4/14 18:55,1,1,1,0,0.008278146,0.006622517,604,0,3,16,1,833,479.8333333,215,1
2072,2001/3/1 0:05,2,3,3,0.950741816,0.019713262,0.035842294,186,0,8,6,0.333333333,156,88.75,47,1
2076,2001/2/17 23:39,2,4,6,0.797194779,0.03227459,0.015112705,650.6666667,0,10,78,0.666666667,4649,2713.566667,4182,1
2102,2000/11/3 13:43,1,2,4,0.997890424,0.011764706,0.055882353,85,0,8,47,0.5,704,554,147,0
2111,2000/10/23 10:48,2,2,2,1,0.001133787,0.004535147,882,1,9,2,0.5,14449,4182.730556,9666,0
2112,2000/10/21 18:36,2,2,3,0.803114014,0.048387097,0.072580645,41.33333333,1,4,884,1,611,462,365,1
2116,2000/10/14 19:56,2,2,2,1,0.004750594,0.001187648,842,1,9,20,1,14409,4154.869444,9639,1
2117,2000/10/10 17:22,1,1,4,0.5,2,2,0,0,2,2206,0.5,601,456,264,0
2122,2000/10/7 10:39,3,9,10,0.722812403,0.054531189,0.080816006,254.9,1,10,171,0.3,14379,4355.376984,13151,1
2123,2000/10/3 15:50,1,1,2,0.764204507,0.006568144,0.022988506,304.5,0,3,274,1,586,441,198,0
2127,2000/10/2 23:11,3,14,17,0.653238811,0.040841207,0.007924413,386,1,11,284,0.588235294,14349,4335.710317,13256,1
2128,2000/10/2 13:15,1,1,1,0,0,0,31,1,1,0,1,14328,4314.710317,8838,1
2138,2000/8/25 6:00,3,4,4,0.810308069,0.041356493,0.034739454,302.25,1,6,348,1,492,358,298,0
2146,2000/7/12 18:58,3,8,17,0.964853359,0.004333268,0.009946819,597.2941176,0,11,446,0.705882353,476,428.5,259,1
2148,2000/7/6 17:33,2,2,2,0.721928095,0.007407407,0.02962963,135,1,7,190,1,440,440,226,0
2150,2000/7/5 12:09,1,2,2,0.825626526,0.110132159,0.008810573,113.5,1,7,162,1,14257,5235.132143,3636,0
2172,2000/6/9 12:03,1,1,2,0.970950594,0.006125574,0.001531394,326.5,1,5,15,1,14084,5157.460714,729,1
2261,2003/11/24 8:11,1,1,2,1,0.035541195,0.035541195,309.5,1,4,184,1,1950,665.272619,195,0
2357,2007/7/12 10:13,1,1,1,0,0.037735849,0.005390836,371,1,9,293,1,102,102,17,0
2487,2000/6/11 7:39,2,2,5,0.947353968,0.007620164,0.007620164,341.2,0,9,351,0.8,367,367,137,1
2501,2010/2/12 21:34,2,6,6,0.965038621,0.019475655,0.028464419,222.5,0,10,246,0.333333333,30699,5175.865198,26164,0
2513,2003/4/24 17:16,4,15,22,0.525496125,0.081822107,0.037618739,842.1818182,0,12,799,0.5,10639,4018.525794,10001,1
2534,2003/7/23 19:30,4,6,11,0.886019846,0.051754132,0.03595245,627.0909091,1,10,196,0.818181818,11657,4357.020238,10739,1
2541,2003/4/1 19:49,4,5,8,0.839860943,0.059527661,0.028146231,386.375,1,9,254,0.375,10462,3983.160317,9635,0
2549,2001/1/22 18:28,1,1,2,1,0.008510638,0.055319149,235,0,7,4,0.5,4351,2577.9,2949,0
2610,2006/3/10 23:38,9,33,104,0.988751126,0.009215894,0.000352521,190.9326923,0,12,39945,0.423076923,29966,5699.018031,29466,0
2725,2008/5/8 12:49,1,1,1,0,0.009090909,0.009090909,110,1,3,4,1,26052,5047.080162,1168,0
2727,2007/10/15 17:36,1,1,1,0,0,0,146,0,1,0,1,24619,5222.550182,1002,0
2728,2007/10/13 18:59,1,1,1,0,1,1,0,0,2,2,1,24611,5225.873998,1001,0
2732,2007/5/17 15:11,1,2,3,0,0.069029851,0.88619403,178.6666667,0,3,62,0.666666667,32798,5065.246971,1500,1
2740,2006/9/5 13:20,1,5,9,0.867528411,8,8,0,0,8,1053,0.666666667,21193,5016.170639,820,0
2741,2006/9/4 11:07,2,2,2,0,0.006920415,0.006920415,144.5,0,12,20,1,2170,296.7930514,374,1
